"","word","n"
"2791","don't know what i",22
"2792","don't want to do",22
"2793","during the regular season",22
"2794","face to face with",22
"2795","falling in love with",22
"2796","for all of you",22
"2797","for me it was",22
"2798","for more information on",22
"2799","for the last two",22
"2800","for the rt and",22
"2801","for those of us",22
"2802","go a long way",22
"2803","go out there and",22
"2804","go to the gym",22
"2805","going to go to",22
"2806","going to see the",22
"2807","had a couple of",22
"2808","had a great day",22
"2809","had been in the",22
"2810","have a good night",22
"2811","have a good one",22
"2812","have so much to",22
"2813","have to get up",22
"2814","have to go back",22
"2815","have to go through",22
"2816","he didn't want to",22
"2817","how many times i",22
"2818","how old are you",22
"2819","how to make a",22
"2820","i am in a",22
"2821","i am looking for",22
"2822","i can see that",22
"2823","i don't get it",22
"2824","i don't think that",22
"2825","i don’t have to",22
"2826","i have to work",22
"2827","i know i was",22
"2828","i know i will",22
"2829","i know you have",22
"2830","i love you but",22
"2831","i need to find",22
"2832","i need to stop",22
"2833","i think it will",22
"2834","i think it's time",22
"2835","i thought he was",22
"2836","i want it to",22
"2837","i was happy to",22
"2838","i was in my",22
"2839","i won't be able",22
"2840","i'm a fan of",22
"2841","i'm going to take",22
"2842","i'm going to try",22
"2843","i'm just trying to",22
"2844","i'm not sure i",22
"2845","if only i could",22
"2846","if this is the",22
"2847","if you have an",22
"2848","if you really want",22
"2849","in a few minutes",22
"2850","in a good mood",22
"2851","in a letter to",22
"2852","in a number of",22
"2853","in front of him",22
"2854","in love with you",22
"2855","in the meantime i",22
"2856","in the third round",22
"2857","in the white house",22
"2858","is a part of",22
"2859","is based on a",22
"2860","is having a great",22
"2861","is that there are",22
"2862","is the best way",22
"2863","is the place to",22
"2864","it is a little",22
"2865","it means a lot",22
"2866","it was a bit",22
"2867","it was good to",22
"2868","it would make my",22
"2869","just a few minutes",22
"2870","just as much as",22
"2871","just got out of",22
"2872","just in case you",22
"2873","just so you know",22
"2874","just trying to get",22
"2875","less than an hour",22
"2876","let go of the",22
"2877","make sure you are",22
"2878","me i need to",22
"2879","millions of dollars in",22
"2880","move on to the",22
"2881","my mom and i",22
"2882","never thought i would",22
"2883","no matter what the",22
"2884","not going to happen",22
"2885","now i feel like",22
"2886","now that i have",22
"2887","of my favorite things",22
"2888","of the day is",22
"2889","on a lot of",22
"2890","on the fact that",22
"2891","on the night of",22
"2892","out of the water",22
"2893","out of touch with",22
"2894","over the last year",22
"2895","president and chief executive",22
"2896","said one of the",22
"2897","seems to me that",22
"2898","so i don't have",22
"2899","so if you are",22
"2900","sounds good to me",22
"2901","such a way that",22
"2902","tell me what you",22
"2903","thanks for coming to",22
"2904","thanks for the great",22
"2905","thanks to for the",22
"2906","that he was a",22
"2907","that i had a",22
"2908","that makes me feel",22
"2909","that means a lot",22
"2910","that thanks for the",22
"2911","that this is not",22
"2912","that we will be",22
"2913","that you have a",22
"2914","the best day of",22
"2915","the best i can",22
"2916","the difference between the",22
"2917","the first time he",22
"2918","the midst of a",22
"2919","the next time i",22
"2920","the outcome of the",22
"2921","the past couple of",22
"2922","the securities and exchange",22
"2923","the sound of the",22
"2924","the st louis county",22
"2925","the things that are",22
"2926","the truth is that",22
"2927","the two of us",22
"2928","the way it is",22
"2929","they have to be",22
"2930","things i want to",22
"2931","think it is a",22
"2932","thinking the same thing",22
"2933","to be on a",22
"2934","to call it a",22
"2935","to do it again",22
"2936","to do something about",22
"2937","to get out and",22
"2938","to say about the",22
"2939","to say i was",22
"2940","to see you here",22
"2941","to sit down and",22
"2942","to start the day",22
"2943","to take over the",22
"2944","told me that he",22
"2945","wanted to go to",22
"2946","was going to get",22
"2947","was going to have",22
"2948","was in high school",22
"2949","was meant to be",22
"2950","was one of my",22
"2951","was the one who",22
"2952","we hope to see",22
"2953","we're looking forward to",22
"2954","what are some of",22
"2955","what's going on in",22
"2956","when are you going",22
"2957","will be available for",22
"2958","will go to the",22
"2959","will need to be",22
"2960","will never be the",22
"2961","with a series of",22
"2962","with all my heart",22
"2963","wouldn't be able to",22
"2964","you can do to",22
"2965","you for the mention",22
"2966","you have a lot",22
"2967","you never know when",22
"2968","you think about the",22
"2969","you will need to",22
"2970","your chance to win",22
"2971","a bill that would",21
"2972","a few minutes to",21
"2973","a few of them",21
"2974","a fraction of the",21
"2975","a large number of",21
"2976","a long long time",21
"2977","a lot of different",21
"2978","a lot of that",21
"2979","a piece of paper",21
"2980","a short time later",21
"2981","a time when the",21
"2982","all the way from",21
"2983","and did i mention",21
"2984","and i are going",21
"2985","and i was like",21
"2986","and then there is",21
"2987","and there was a",21
"2988","and you have a",21
"2989","are you doing to",21
"2990","are you waiting for",21
"2991","as long as he",21
"2992","at a time and",21
"2993","at some of the",21
"2994","at the time was",21
"2995","at this point the",21
"2996","at this time of",21
"2997","be able to use",21
"2998","be the death of",21
"2999","being a part of",21
"3000","big thank you to",21
"3001","but a lot of",21
"3002","but if you want",21
"3003","can do it i",21
"3004","can't wait to watch",21
"3005","cannot wait to see",21
"3006","day of my life",21
"3007","declined to comment on",21
"3008","doing a good job",21
"3009","doing a lot of",21
"3010","don't give a fuck",21
"3011","don’t want to be",21
"3012","earlier in the day",21
"3013","ended up with a",21
"3014","everything to do with",21
"3015","executive vice president of",21
"3016","favorite part of the",21
"3017","feel like i am",21
"3018","follow looking forward to",21
"3019","follow me it would",21
"3020","following me on twitter",21
"3021","for all you do",21
"3022","for the fact that",21
"3023","for your chance to",21
"3024","from the perspective of",21
"3025","get in touch with",21
"3026","get me started on",21
"3027","get out of this",21
"3028","going to be great",21
"3029","going to be more",21
"3030","good luck to all",21
"3031","good to be back",21
"3032","had no idea how",21
"3033","had to do was",21
"3034","happens for a reason",21
"3035","happy new year to",21
"3036","has got to be",21
"3037","have a blessed day",21
"3038","have the chance to",21
"3039","have the power to",21
"3040","having so much fun",21
"3041","he said he would",21
"3042","he said in a",21
"3043","he told me he",21
"3044","he wants to be",21
"3045","he was trying to",21
"3046","he would have been",21
"3047","here we go again",21
"3048","hope you all had",21
"3049","how did you get",21
"3050","how long have you",21
"3051","i am about to",21
"3052","i am thankful for",21
"3053","i do i do",21
"3054","i don't understand why",21
"3055","i feel your pain",21
"3056","i have a friend",21
"3057","i have always been",21
"3058","i have been so",21
"3059","i have found that",21
"3060","i have no doubt",21
"3061","i know i can",21
"3062","i know it was",21
"3063","i may or may",21
"3064","i still have a",21
"3065","i think there are",21
"3066","i try not to",21
"3067","i want them to",21
"3068","i was a bit",21
"3069","i was just thinking",21
"3070","i will tell you",21
"3071","i will try to",21
"3072","i'm a big fan",21
"3073","i've been trying to",21
"3074","if you follow me",21
"3075","if you haven't already",21
"3076","in a matter of",21
"3077","in a medium bowl",21
"3078","in all of the",21
"3079","in more than a",21
"3080","in the death of",21
"3081","in the past the",21
"3082","in the right place",21
"3083","in the world that",21
"3084","is a matter of",21
"3085","is not an option",21
"3086","is not the same",21
"3087","is the first of",21
"3088","is the way to",21
"3089","is what happens when",21
"3090","it is a good",21
"3091","it was a lot",21
"3092","it was a nice",21
"3093","it was like a",21
"3094","later in the day",21
"3095","like to see the",21
"3096","look forward to hearing",21
"3097","looking forward to working",21
"3098","love of my life",21
"3099","love to hear your",21
"3100","make a difference in",21
"3101","make me want to",21
"3102","men and women who",21
"3103","more likely to be",21
"3104","my family and friends",21
"3105","my goal is to",21
"3106","need to figure out",21
"3107","not be allowed to",21
"3108","not much of a",21
"3109","of a series of",21
"3110","of the board of",21
"3111","of the city and",21
"3112","of the year award",21
"3113","on the dance floor",21
"3114","on the eve of",21
"3115","on the other end",21
"3116","one of the nation's",21
"3117","or may not have",21
"3118","out of the box",21
"3119","out of the country",21
"3120","out of the game",21
"3121","part of the day",21
"3122","president barack obama and",21
"3123","really need to get",21
"3124","reminds me of the",21
"3125","rest of the country",21
"3126","rest of the way",21
"3127","run with a time",21
"3128","said he wanted to",21
"3129","said i don't know",21
"3130","shaping up to be",21
"3131","she said she was",21
"3132","signed up for the",21
"3133","so i can see",21
"3134","so i'm going to",21
"3135","taking the time to",21
"3136","tens of millions of",21
"3137","than the rest of",21
"3138","thanks for letting me",21
"3139","thanks for the info",21
"3140","thanks for the kind",21
"3141","that could have been",21
"3142","that i would have",21
"3143","that was a good",21
"3144","that you want to",21
"3145","that's one of the",21
"3146","the attention of the",21
"3147","the best part is",21
"3148","the city and the",21
"3149","the course of a",21
"3150","the extent of the",21
"3151","the hands of a",21
"3152","the idea is to",21
"3153","the idea of the",21
"3154","the last of the",21
"3155","the life of the",21
"3156","the men and women",21
"3157","the midst of the",21
"3158","the name of a",21
"3159","the needs of the",21
"3160","the other hand is",21
"3161","the past two weeks",21
"3162","the place to be",21
"3163","the release of the",21
"3164","the state supreme court",21
"3165","the street from the",21
"3166","the strength of the",21
"3167","the time it was",21
"3168","the title of the",21
"3169","the u.s supreme court",21
"3170","the way back to",21
"3171","the world to me",21
"3172","there are only two",21
"3173","there are those who",21
"3174","there is a new",21
"3175","think it will be",21
"3176","this day and age",21
"3177","this is where i",21
"3178","through the rest of",21
"3179","time to go to",21
"3180","to be aware of",21
"3181","to be the case",21
"3182","to be the one",21
"3183","to do a little",21
"3184","to do what i",21
"3185","to get involved in",21
"3186","to get through the",21
"3187","to give them a",21
"3188","to put it in",21
"3189","to put up with",21
"3190","to say i am",21
"3191","to see how much",21
"3192","to see if the",21
"3193","to see if they",21
"3194","to stay out of",21
"3195","to the grocery store",21
"3196","to the idea of",21
"3197","to the left of",21
"3198","today is the day",21
"3199","two thirds of the",21
"3200","was pronounced dead at",21
"3201","we just need to",21
"3202","we will continue to",21
"3203","we will have a",21
"3204","what are you waiting",21
"3205","what are your plans",21
"3206","what have you been",21
"3207","what i would do",21
"3208","what it was like",21
"3209","what to do i",21
"3210","what would you like",21
"3211","what you think of",21
"3212","when he was a",21
"3213","when i saw the",21
"3214","when i think of",21
"3215","who are willing to",21
"3216","will be held on",21
"3217","will check it out",21
"3218","will take place at",21
"3219","wish i could see",21
"3220","with a pair of",21
"3221","with family and friends",21
"3222","would be great to",21
"3223","would be the first",21
"3224","would like to have",21
"3225","years in prison for",21
"3226","you all had a",21
"3227","you are trying to",21
"3228","you don't know what",21
"3229","you know how to",21
"3230","you know what they",21
"3231","a couple weeks ago",20
"3232","a good thing for",20
"3233","a great day for",20
"3234","a job as a",20
"3235","a kick out of",20
"3236","a letter to the",20
"3237","a long list of",20
"3238","a lot of guys",20
"3239","a lot of these",20
"3240","a participant in the",20
"3241","a picture of a",20
"3242","a small number of",20
"3243","a spot in the",20
"3244","a week or two",20
"3245","about to go to",20
"3246","after a couple of",20
"3247","after the death of",20
"3248","all i can do",20
"3249","and a half ago",20
"3250","and check it out",20
"3251","and i don't want",20
"3252","and i was so",20
"3253","and on and on",20
"3254","and one of them",20
"3255","and that is a",20
"3256","and this is a",20
"3257","and will continue to",20
"3258","as a means of",20
"3259","as much as he",20
"3260","at least some of",20
"3261","at the base of",20
"3262","but i don't have",20
"3263","but it would be",20
"3264","by the name of",20
"3265","can tell you that",20
"3266","can't get enough of",20
"3267","can't stop thinking about",20
"3268","can't wait to meet",20
"3269","centers for disease control",20
"3270","check out the new",20
"3271","coach of the year",20
"3272","day of the year",20
"3273","days in a row",20
"3274","decided to make a",20
"3275","did a good job",20
"3276","do my best to",20
"3277","do you have an",20
"3278","don’t know how to",20
"3279","end of the school",20
"3280","even if they are",20
"3281","every minute of it",20
"3282","everything happens for a",20
"3283","far as i can",20
"3284","find it hard to",20
"3285","follow me so i",20
"3286","for his role in",20
"3287","for me when i",20
"3288","for stopping by and",20
"3289","from a year earlier",20
"3290","from the united states",20
"3291","get a sense of",20
"3292","get real rewards just",20
"3293","get the job done",20
"3294","get used to it",20
"3295","go back to work",20
"3296","going to be at",20
"3297","going to try and",20
"3298","gonna be a long",20
"3299","had a wonderful time",20
"3300","happy st patrick's day",20
"3301","has not yet been",20
"3302","has one of the",20
"3303","have to do something",20
"3304","have to look at",20
"3305","have to pay for",20
"3306","have you ever been",20
"3307","have you seen the",20
"3308","he did not know",20
"3309","he said i think",20
"3310","he said there are",20
"3311","he wants to do",20
"3312","him out of the",20
"3313","hope you are all",20
"3314","i also have a",20
"3315","i am on the",20
"3316","i am so sorry",20
"3317","i can do is",20
"3318","i can honestly say",20
"3319","i could go on",20
"3320","i could see the",20
"3321","i didn't have the",20
"3322","i do what i",20
"3323","i don't like to",20
"3324","i don't need to",20
"3325","i don’t think i",20
"3326","i hate you i",20
"3327","i have a very",20
"3328","i have had a",20
"3329","i just saw a",20
"3330","i looked at the",20
"3331","i need a new",20
"3332","i need to start",20
"3333","i seem to be",20
"3334","i still have to",20
"3335","i think we have",20
"3336","i think you should",20
"3337","i used to have",20
"3338","i was the only",20
"3339","i was wondering if",20
"3340","i will always love",20
"3341","i will say that",20
"3342","i wish i knew",20
"3343","i wonder how many",20
"3344","i wonder if i",20
"3345","i'd love to hear",20
"3346","i'm going to bed",20
"3347","i'm looking for a",20
"3348","i’m not sure if",20
"3349","if i can get",20
"3350","if you have not",20
"3351","if you need anything",20
"3352","in a big way",20
"3353","in a few hours",20
"3354","in a few months",20
"3355","in a prepared statement",20
"3356","in a statement released",20
"3357","in a telephone interview",20
"3358","in just a few",20
"3359","in love with a",20
"3360","in other parts of",20
"3361","in spite of the",20
"3362","in the area of",20
"3363","in the country and",20
"3364","in the country illegally",20
"3365","in the house and",20
"3366","in the shadow of",20
"3367","in the spring of",20
"3368","in this day and",20
"3369","is going to take",20
"3370","is no way to",20
"3371","is on the way",20
"3372","is such a good",20
"3373","is sure to be",20
"3374","is that you can",20
"3375","is the name of",20
"3376","it feels good to",20
"3377","it to be a",20
"3378","it took me a",20
"3379","it was not a",20
"3380","it would be fun",20
"3381","just a few days",20
"3382","just for watching tv",20
"3383","just want you to",20
"3384","know that there are",20
"3385","like to see more",20
"3386","look at all the",20
"3387","look forward to reading",20
"3388","look forward to working",20
"3389","look forward to your",20
"3390","lot of people are",20
"3391","make a lot of",20
"3392","matter of time before",20
"3393","me a lot of",20
"3394","minutes or until the",20
"3395","more than two years",20
"3396","more to do with",20
"3397","much as i can",20
"3398","much better than the",20
"3399","my favorite part of",20
"3400","my friend and i",20
"3401","my to do list",20
"3402","need to catch up",20
"3403","need to get on",20
"3404","need to know about",20
"3405","needs to be a",20
"3406","no matter how hard",20
"3407","not a good idea",20
"3408","not part of the",20
"3409","not sure how i",20
"3410","not too late to",20
"3411","of a number of",20
"3412","of course it is",20
"3413","of course it was",20
"3414","of people in the",20
"3415","of the car and",20
"3416","of the people i",20
"3417","off to a good",20
"3418","on a mission to",20
"3419","on condition of anonymity",20
"3420","on the brink of",20
"3421","on the heels of",20
"3422","on the number of",20
"3423","on the rest of",20
"3424","on the south side",20
"3425","on the subject of",20
"3426","on top of a",20
"3427","one of the other",20
"3428","one of the three",20
"3429","only one of the",20
"3430","or is it just",20
"3431","out of my head",20
"3432","out of the oven",20
"3433","out of this world",20
"3434","over the years and",20
"3435","parts of the country",20
"3436","percent of the time",20
"3437","professor at the university",20
"3438","quite a lot of",20
"3439","real rewards just for",20
"3440","really want to see",20
"3441","rest of your life",20
"3442","rewards just for watching",20
"3443","rookie of the year",20
"3444","said at the time",20
"3445","said the same thing",20
"3446","she said it was",20
"3447","shout out to all",20
"3448","sign up for the",20
"3449","so be sure to",20
"3450","so looking forward to",20
"3451","so much for following",20
"3452","so what do you",20
"3453","sounds like a good",20
"3454","start of the season",20
"3455","take a deep breath",20
"3456","tell you how much",20
"3457","tell your friends to",20
"3458","thank you for coming",20
"3459","thank you to the",20
"3460","thanks for the link",20
"3461","that are going to",20
"3462","that he did not",20
"3463","that he had been",20
"3464","that it will be",20
"3465","that you need to",20
"3466","that's a good thing",20
"3467","the aftermath of the",20
"3468","the amount of money",20
"3469","the city of st",20
"3470","the creation of the",20
"3471","the day if you",20
"3472","the death of me",20
"3473","the driver of the",20
"3474","the end of may",20
"3475","the fact that my",20
"3476","the fourth quarter of",20
"3477","the fuck out of",20
"3478","the help of a",20
"3479","the house of representatives",20
"3480","the last five years",20
"3481","the last time the",20
"3482","the new york city",20
"3483","the next few years",20
"3484","the one and only",20
"3485","the past four years",20
"3486","the perfect time to",20
"3487","the right amount of",20
"3488","the role of the",20
"3489","the same amount of",20
"3490","the subject of a",20
"3491","the surface of the",20
"3492","the way of the",20
"3493","them out of the",20
"3494","there are some things",20
"3495","there may be a",20
"3496","three and a half",20
"3497","time in my life",20
"3498","to a good start",20
"3499","to all of my",20
"3500","to be thankful for",20
"3501","to come in and",20
"3502","to do the right",20
"3503","to each other and",20
"3504","to find the right",20
"3505","to get him to",20
"3506","to get out there",20
"3507","to go back and",20
"3508","to hear about the",20
"3509","to keep an eye",20
"3510","to know that i",20
"3511","to make me feel",20
"3512","to make room for",20
"3513","to make sure you",20
"3514","to make that happen",20
"3515","to meet you too",20
"3516","to see you guys",20
"3517","to serve as a",20
"3518","to talk to the",20
"3519","to tell you about",20
"3520","to the people of",20
"3521","to the world of",20
"3522","to think about it",20
"3523","trenton gov chris christie",20
"3524","up thanks for the",20
"3525","up to me and",20
"3526","wait to see how",20
"3527","want to do something",20
"3528","want to get a",20
"3529","want you to be",20
"3530","was a little bit",20
"3531","was going to do",20
"3532","was shot in the",20
"3533","we are having a",20
"3534","we are trying to",20
"3535","we were in the",20
"3536","we were talking about",20
"3537","were supposed to be",20
"3538","what a great day",20
"3539","what can i do",20
"3540","what do i do",20
"3541","what i have to",20
"3542","what is going to",20
"3543","what it is and",20
"3544","what makes you beautiful",20
"3545","what you think about",20
"3546","when i first started",20
"3547","when i saw this",20
"3548","when was the last",20
"3549","where are you going",20
"3550","where you want to",20
"3551","who do you think",20
"3552","who you are and",20
"3553","why are you so",20
"3554","will be a great",20
"3555","will not be able",20
"3556","with a group of",20
"3557","with the addition of",20
"3558","would like to know",20
"3559","years ago when the",20
"3560","you can do is",20
"3561","you can find it",20
"3562","you can get the",20
"3563","you have a wonderful",20
"3564","you might as well",20
"3565","you need to make",20
"3566","you to follow me",20
"3567","you want it to",20
"3568","you want to make",20
"3569","you'll be able to",20
"3570","you're going to be",20
"3571","a closer look at",19
"3572","a different kind of",19
"3573","a great day i",19
"3574","a hole in the",19
"3575","a list of the",19
"3576","a lot about the",19
"3577","a lot of those",19
"3578","a lot to me",19
"3579","a role in the",19
"3580","a special place in",19
"3581","a way to make",19
"3582","a year or so",19
"3583","able to do that",19
"3584","about the possibility of",19
"3585","about the state of",19
"3586","all of the time",19
"3587","all part of the",19
"3588","also one of the",19
"3589","and a number of",19
"3590","and all the other",19
"3591","and around the world",19
"3592","and be able to",19
"3593","and for the first",19
"3594","and i don't have",19
"3595","and one of my",19
"3596","are trying to get",19
"3597","as a way of",19
"3598","as it should be",19
"3599","as part of an",19
"3600","as we know it",19
"3601","at the time but",19
"3602","at the time it",19
"3603","at the time that",19
"3604","back and forth between",19
"3605","be able to help",19
"3606","be used as a",19
"3607","born and raised in",19
"3608","but for the most",19
"3609","but i do know",19
"3610","but i like the",19
"3611","but i'm going to",19
"3612","but if you have",19
"3613","but it was the",19
"3614","but this is the",19
"3615","can't wait for this",19
"3616","can't wait to be",19
"3617","can't wait to try",19
"3618","come a long way",19
"3619","come to the conclusion",19
"3620","did you get the",19
"3621","do the same for",19
"3622","don't have to worry",19
"3623","don't know how many",19
"3624","don't want to get",19
"3625","due to the fact",19
"3626","easier said than done",19
"3627","felt like it was",19
"3628","for me right now",19
"3629","for more information contact",19
"3630","for over a year",19
"3631","for the follow we",19
"3632","for the lack of",19
"3633","for the next week",19
"3634","for the remainder of",19
"3635","from one of my",19
"3636","from the top of",19
"3637","get back into the",19
"3638","get back on the",19
"3639","get back to work",19
"3640","get back to you",19
"3641","give me a call",19
"3642","go for a walk",19
"3643","going to be fun",19
"3644","good luck with your",19
"3645","had a hard time",19
"3646","has been going on",19
"3647","has the right to",19
"3648","have a feeling that",19
"3649","have a right to",19
"3650","have a ton of",19
"3651","have a wonderful weekend",19
"3652","have to make a",19
"3653","have you heard of",19
"3654","having a great time",19
"3655","he did not have",19
"3656","he is able to",19
"3657","he said i was",19
"3658","he was the first",19
"3659","he would have to",19
"3660","his role in the",19
"3661","i am pretty sure",19
"3662","i am very happy",19
"3663","i can help you",19
"3664","i can say that",19
"3665","i can't think of",19
"3666","i didn't know what",19
"3667","i don't like the",19
"3668","i don't really know",19
"3669","i feel like my",19
"3670","i have been trying",19
"3671","i have no clue",19
"3672","i hope you enjoy",19
"3673","i hope you like",19
"3674","i know there are",19
"3675","i love u so",19
"3676","i love you all",19
"3677","i miss you i",19
"3678","i think i should",19
"3679","i think there is",19
"3680","i think we are",19
"3681","i thought they were",19
"3682","i thought this was",19
"3683","i used to think",19
"3684","i was growing up",19
"3685","i was reminded of",19
"3686","i wasn't going to",19
"3687","i wish i were",19
"3688","i'm not trying to",19
"3689","i’m going to be",19
"3690","if i was a",19
"3691","if you can find",19
"3692","if you can help",19
"3693","if you followed me",19
"3694","if you have time",19
"3695","if you want me",19
"3696","if you wanted to",19
"3697","in each of the",19
"3698","in front of them",19
"3699","in no particular order",19
"3700","in response to a",19
"3701","in san francisco and",19
"3702","in so many ways",19
"3703","in the back seat",19
"3704","in the dining room",19
"3705","in the spirit of",19
"3706","in the world the",19
"3707","is a good time",19
"3708","is a way to",19
"3709","is all about the",19
"3710","is by far the",19
"3711","is looking for a",19
"3712","is said to be",19
"3713","it back to the",19
"3714","it has nothing to",19
"3715","it is true that",19
"3716","it reminded me of",19
"3717","it was a long",19
"3718","it was only a",19
"3719","it was supposed to",19
"3720","it would be better",19
"3721","it would not be",19
"3722","just in time to",19
"3723","just one of the",19
"3724","know how it is",19
"3725","know what that means",19
"3726","know what they are",19
"3727","last day of the",19
"3728","last night i was",19
"3729","last year according to",19
"3730","leave a comment on",19
"3731","less than a month",19
"3732","life is like a",19
"3733","life is too short",19
"3734","like i need to",19
"3735","like the fact that",19
"3736","like to see a",19
"3737","make sure you get",19
"3738","makes me think of",19
"3739","me i want to",19
"3740","me if you want",19
"3741","me know how it",19
"3742","months of the year",19
"3743","more than a little",19
"3744","more than two decades",19
"3745","much for the follow",19
"3746","my all time favorite",19
"3747","my friends and family",19
"3748","my friends and i",19
"3749","my life i have",19
"3750","not as much as",19
"3751","not in the mood",19
"3752","not looking forward to",19
"3753","not the first time",19
"3754","now we have no",19
"3755","of new york city",19
"3756","of the new jersey",19
"3757","of the world's most",19
"3758","on either side of",19
"3759","on its way to",19
"3760","on the couch and",19
"3761","on the opposite side",19
"3762","on the right track",19
"3763","on the wrong side",19
"3764","on whether or not",19
"3765","one of my biggest",19
"3766","only a handful of",19
"3767","over the past decade",19
"3768","over the years the",19
"3769","part of the game",19
"3770","parts of the world",19
"3771","people in my life",19
"3772","people who want to",19
"3773","put it in a",19
"3774","really don't want to",19
"3775","remember the last time",19
"3776","rest of the season",19
"3777","rt thanks for the",19
"3778","run of the mill",19
"3779","said i don't think",19
"3780","said i want to",19
"3781","said it is a",19
"3782","said there was no",19
"3783","said we have to",19
"3784","said with a laugh",19
"3785","see what i can",19
"3786","see you in the",19
"3787","so as not to",19
"3788","so you can see",19
"3789","some of them are",19
"3790","sorry to hear about",19
"3791","spend some time with",19
"3792","step at a time",19
"3793","supposed to be in",19
"3794","take it to the",19
"3795","takes a lot of",19
"3796","thanks for sharing the",19
"3797","thanks for the reminder",19
"3798","that he wants to",19
"3799","that i do not",19
"3800","that led to the",19
"3801","that we are all",19
"3802","that will be a",19
"3803","the anniversary of the",19
"3804","the bottom of my",19
"3805","the center of a",19
"3806","the first couple of",19
"3807","the first time you",19
"3808","the fourth be with",19
"3809","the fourth quarter and",19
"3810","the good old days",19
"3811","the impact of the",19
"3812","the launch of the",19
"3813","the length of the",19
"3814","the love of my",19
"3815","the next three years",19
"3816","the parking lot of",19
"3817","the past several years",19
"3818","the question of whether",19
"3819","the rest of her",19
"3820","the result is a",19
"3821","the return of the",19
"3822","the same time he",19
"3823","the site of the",19
"3824","the sound of a",19
"3825","the source of the",19
"3826","the south side of",19
"3827","the swing of things",19
"3828","the terms of the",19
"3829","the time i was",19
"3830","the way things are",19
"3831","the world is a",19
"3832","the year of the",19
"3833","then there are the",19
"3834","there has to be",19
"3835","there needs to be",19
"3836","there was a time",19
"3837","there will also be",19
"3838","they are in the",19
"3839","they're going to be",19
"3840","things you can do",19
"3841","think i have a",19
"3842","think it's going to",19
"3843","think this is a",19
"3844","this is the second",19
"3845","this is the time",19
"3846","this time last year",19
"3847","this was going to",19
"3848","this week has been",19
"3849","this would be the",19
"3850","thought i was going",19
"3851","to be more than",19
"3852","to deal with a",19
"3853","to find out if",19
"3854","to give us a",19
"3855","to go for the",19
"3856","to go home and",19
"3857","to make a decision",19
"3858","to make the best",19
"3859","to meet up with",19
"3860","to work with you",19
"3861","try to make it",19
"3862","two outs in the",19
"3863","up with the idea",19
"3864","want to go back",19
"3865","want you to know",19
"3866","was a good day",19
"3867","was kind of a",19
"3868","we had a lot",19
"3869","we have to go",19
"3870","what appears to be",19
"3871","what is wrong with",19
"3872","what would be the",19
"3873","what would it be",19
"3874","what's going to happen",19
"3875","where can i find",19
"3876","which i think is",19
"3877","will always love you",19
"3878","will be used to",19
"3879","wish i could go",19
"3880","with one of my",19
"3881","would be happy to",19
"3882","would you be interested",19
"3883","years ago i was",19
"3884","you are able to",19
"3885","you are doing well",19
"3886","you are on the",19
"3887","you are very welcome",19
"3888","you get the idea",19
"3889","you get the picture",19
"3890","you just want to",19
"3891","you should be able",19
"3892","you want to have",19
"3893","a chance to see",18
"3894","a conflict of interest",18
"3895","a couple of the",18
"3896","a dream come true",18
"3897","a few days before",18
"3898","a few days i",18
"3899","a great opportunity to",18
"3900","a great time to",18
"3901","a long way from",18
"3902","a lot of what",18
"3903","a part of a",18
"3904","a small group of",18
"3905","a way of life",18
"3906","about a year ago",18
"3907","add boston add boston",18
"3908","add it to the",18
"3909","all i do is",18
"3910","all of you who",18
"3911","and a host of",18
"3912","and as soon as",18
"3913","and don't forget to",18
"3914","and i am sure",18
"3915","and i hope that",18
"3916","and i must say",18
"3917","and is subject to",18
"3918","and it is not",18
"3919","and over and over",18
"3920","and so it is",18
"3921","and that is the",18
"3922","and the district of",18
"3923","and the university of",18
"3924","and this is crazy",18
"3925","and we want to",18
"3926","are a number of",18
"3927","are a part of",18
"3928","are going to make",18
"3929","are part of a",18
"3930","are they going to",18
"3931","are you looking for",18
"3932","as far back as",18
"3933","as well as his",18
"3934","as you can imagine",18
"3935","at least a year",18
"3936","at the core of",18
"3937","at the grocery store",18
"3938","at the thought of",18
"3939","authority of new york",18
"3940","be a good thing",18
"3941","be able to afford",18
"3942","be able to be",18
"3943","be able to have",18
"3944","be able to play",18
"3945","be in the same",18
"3946","be the end of",18
"3947","because of all the",18
"3948","been a part of",18
"3949","been involved in the",18
"3950","been trying to get",18
"3951","being part of the",18
"3952","but most of the",18
"3953","but we have to",18
"3954","but what about the",18
"3955","by one of the",18
"3956","came up to me",18
"3957","can come up with",18
"3958","can do to help",18
"3959","can't wait to read",18
"3960","check it out and",18
"3961","coffee coffee coffee coffee",18
"3962","designed to provide a",18
"3963","do me a favor",18
"3964","do you do when",18
"3965","does not have to",18
"3966","does not want to",18
"3967","doing the same thing",18
"3968","don't forget to follow",18
"3969","don't know why but",18
"3970","during the course of",18
"3971","each other in the",18
"3972","everyone has a great",18
"3973","excited to have you",18
"3974","excited to see you",18
"3975","expected to be a",18
"3976","find out how to",18
"3977","first of all i",18
"3978","for a short time",18
"3979","for following me on",18
"3980","for me and my",18
"3981","for the last few",18
"3982","for the new york",18
"3983","for you and your",18
"3984","fourth be with you",18
"3985","front of me and",18
"3986","get caught up in",18
"3987","get in on the",18
"3988","get out there and",18
"3989","glad you enjoyed it",18
"3990","go to the store",18
