"","word","n"
"6473","the real estate",47
"6474","the rose garden",47
"6475","the same period",47
"6476","the site of",47
"6477","the year i",47
"6478","they are just",47
"6479","they can do",47
"6480","think i might",47
"6481","think that i",47
"6482","this can be",47
"6483","this season the",47
"6484","this should be",47
"6485","to apply for",47
"6486","to be around",47
"6487","to be paid",47
"6488","to call the",47
"6489","to care for",47
"6490","to celebrate the",47
"6491","to fill the",47
"6492","to get one",47
"6493","to hold a",47
"6494","to keep them",47
"6495","to keep your",47
"6496","to look forward",47
"6497","to look into",47
"6498","to move forward",47
"6499","to not be",47
"6500","to prepare for",47
"6501","to prove that",47
"6502","to save money",47
"6503","to say to",47
"6504","to show off",47
"6505","to st louis",47
"6506","to stand up",47
"6507","to the head",47
"6508","to them and",47
"6509","to this point",47
"6510","to turn the",47
"6511","to work the",47
"6512","today and i",47
"6513","told him that",47
"6514","try to find",47
"6515","turn out to",47
"6516","turns out that",47
"6517","two of my",47
"6518","us know what",47
"6519","used to have",47
"6520","used to it",47
"6521","want to share",47
"6522","want to try",47
"6523","want to work",47
"6524","was on a",47
"6525","we are very",47
"6526","we have some",47
"6527","we've got a",47
"6528","well i think",47
"6529","well with the",47
"6530","were at the",47
"6531","were talking about",47
"6532","what they have",47
"6533","what would be",47
"6534","when he is",47
"6535","when you do",47
"6536","whether it is",47
"6537","while we were",47
"6538","who they are",47
"6539","who would have",47
"6540","will make you",47
"6541","word of god",47
"6542","work in a",47
"6543","would you do",47
"6544","wow what a",47
"6545","you are and",47
"6546","you for a",47
"6547","you know if",47
"6548","you look like",47
"6549","you should follow",47
"6550","you take a",47
"6551","you to everyone",47
"6552","you're having a",47
"6553","a chance of",46
"6554","a little girl",46
"6555","a much better",46
"6556","a much more",46
"6557","a news release",46
"6558","about the future",46
"6559","am looking forward",46
"6560","an email to",46
"6561","and got a",46
"6562","and was a",46
"6563","are all the",46
"6564","are used to",46
"6565","as you know",46
"6566","at the park",46
"6567","be afraid to",46
"6568","be reached for",46
"6569","been a good",46
"6570","been a great",46
"6571","believe in the",46
"6572","but i need",46
"6573","but not the",46
"6574","can be seen",46
"6575","can do that",46
"6576","can you follow",46
"6577","can't believe i",46
"6578","can’t wait to",46
"6579","change the world",46
"6580","changes to the",46
"6581","day of school",46
"6582","do you see",46
"6583","else in the",46
"6584","end up in",46
"6585","even if he",46
"6586","every once in",46
"6587","for a month",46
"6588","for a walk",46
"6589","for it and",46
"6590","for several years",46
"6591","four of the",46
"6592","get out and",46
"6593","have at least",46
"6594","he is still",46
"6595","here for a",46
"6596","him out of",46
"6597","home to the",46
"6598","i always have",46
"6599","i can just",46
"6600","i could just",46
"6601","i finally got",46
"6602","i going to",46
"6603","i was getting",46
"6604","i was gonna",46
"6605","i was happy",46
"6606","i'm on my",46
"6607","if he is",46
"6608","if they can",46
"6609","if you live",46
"6610","in a recent",46
"6611","in a year",46
"6612","in some way",46
"6613","in the county",46
"6614","in the opening",46
"6615","is not what",46
"6616","is pretty much",46
"6617","is the day",46
"6618","it has the",46
"6619","it is this",46
"6620","just one more",46
"6621","just the right",46
"6622","just to get",46
"6623","last few years",46
"6624","last week to",46
"6625","last year but",46
"6626","less likely to",46
"6627","let's do it",46
"6628","loss to the",46
"6629","love to be",46
"6630","love with the",46
"6631","made it clear",46
"6632","manager of the",46
"6633","many of my",46
"6634","me not to",46
"6635","more to come",46
"6636","moved to the",46
"6637","much of it",46
"6638","noted that the",46
"6639","now you can",46
"6640","of the kids",46
"6641","of the men",46
"6642","of the program",46
"6643","of the rest",46
"6644","of what you",46
"6645","on right now",46
"6646","on their way",46
"6647","one on one",46
"6648","order to get",46
"6649","out by the",46
"6650","out of touch",46
"6651","place at the",46
"6652","ready to be",46
"6653","regardless of the",46
"6654","said at a",46
"6655","sat on the",46
"6656","scheduled to be",46
"6657","see if it",46
"6658","see you again",46
"6659","sit in the",46
"6660","st charles county",46
"6661","started with a",46
"6662","take a break",46
"6663","than it is",46
"6664","that but i",46
"6665","that is awesome",46
"6666","that the new",46
"6667","the best for",46
"6668","the day we",46
"6669","the equivalent of",46
"6670","the film is",46
"6671","the first game",46
"6672","the gift of",46
"6673","the internet and",46
"6674","the last one",46
"6675","the length of",46
"6676","the next couple",46
"6677","the ones i",46
"6678","the result is",46
"6679","the safety of",46
"6680","the sides of",46
"6681","the top and",46
"6682","the topic of",46
"6683","there are several",46
"6684","there for the",46
"6685","time for some",46
"6686","to believe in",46
"6687","to feel like",46
"6688","to follow you",46
"6689","to hold the",46
"6690","to the board",46
"6691","to the front",46
"6692","to use them",46
"6693","try to be",46
"6694","university of california",46
"6695","up and coming",46
"6696","want to put",46
"6697","we can be",46
"6698","we can see",46
"6699","we do it",46
"6700","week or so",46
"6701","what if i",46
"6702","what we need",46
"6703","what you mean",46
"6704","when i came",46
"6705","will be closed",46
"6706","will be my",46
"6707","with a small",46
"6708","with my mom",46
"6709","with you all",46
"6710","with you on",46
"6711","would be good",46
"6712","would be no",46
"6713","yeah i know",46
"6714","you all the",46
"6715","you are interested",46
"6716","you could have",46
"6717","you up to",46
"6718","you wanted to",46
"6719","a lot but",45
"6720","a quarter of",45
"6721","a slice of",45
"6722","a source of",45
"6723","a year of",45
"6724","all at once",45
"6725","all that i",45
"6726","allow you to",45
"6727","am trying to",45
"6728","and a bit",45
"6729","and i also",45
"6730","and i made",45
"6731","and i wanted",45
"6732","and in my",45
"6733","and over the",45
"6734","and the u.s",45
"6735","and we all",45
"6736","and you get",45
"6737","as we are",45
"6738","at a local",45
"6739","at home with",45
"6740","at the event",45
"6741","at the office",45
"6742","be going to",45
"6743","be good to",45
"6744","be required to",45
"6745","because he has",45
"6746","because we have",45
"6747","been on a",45
"6748","before the end",45
"6749","big thanks to",45
"6750","but i hope",45
"6751","but when you",45
"6752","by the same",45
"6753","can you help",45
"6754","can you tell",45
"6755","cents per share",45
"6756","city in the",45
"6757","come see us",45
"6758","day if you",45
"6759","does this mean",45
"6760","don't care about",45
"6761","don't care if",45
"6762","don't forget the",45
"6763","don't like the",45
"6764","dream come true",45
"6765","en route to",45
"6766","enough time to",45
"6767","even the most",45
"6768","even though we",45
"6769","feel the need",45
"6770","few months ago",45
"6771","for coming to",45
"6772","for the good",45
"6773","for the project",45
"6774","for the world",45
"6775","for what i",45
"6776","from all the",45
"6777","from the u.s",45
"6778","give a fuck",45
"6779","go on to",45
"6780","going out to",45
"6781","going through the",45
"6782","gonna have to",45
"6783","got to go",45
"6784","great time at",45
"6785","happened to the",45
"6786","have already been",45
"6787","have been doing",45
"6788","have been on",45
"6789","have done it",45
"6790","have made a",45
"6791","have to use",45
"6792","he might be",45
"6793","he says the",45
"6794","he used to",45
"6795","head to the",45
"6796","health care costs",45
"6797","him with a",45
"6798","i am thankful",45
"6799","i am trying",45
"6800","i can hear",45
"6801","i do that",45
"6802","i found that",45
"6803","i had just",45
"6804","i have one",45
"6805","i hope we",45
"6806","i realized i",45
"6807","i thought of",45
"6808","i was supposed",45
"6809","i was watching",45
"6810","i went back",45
"6811","i've had a",45
"6812","if we have",45
"6813","in a medium",45
"6814","in a place",45
"6815","in his life",45
"6816","in the bay",45
"6817","in the direction",45
"6818","in the eyes",45
"6819","in the fifth",45
"6820","in the store",45
"6821","in the story",45
"6822","in with a",45
"6823","involved in a",45
"6824","is a major",45
"6825","is a really",45
"6826","is actually a",45
"6827","is always the",45
"6828","is an amazing",45
"6829","is my first",45
"6830","is on a",45
"6831","is scheduled for",45
"6832","it a lot",45
"6833","it at all",45
"6834","it depends on",45
"6835","it i will",45
"6836","it is easy",45
"6837","it just me",45
"6838","it may not",45
"6839","it was because",45
"6840","it was clear",45
"6841","it was quite",45
"6842","it's important to",45
"6843","join us at",45
"6844","just told me",45
"6845","know more about",45
"6846","knowledge of the",45
"6847","let me get",45
"6848","like a little",45
"6849","like he was",45
"6850","like they are",45
"6851","like to say",45
"6852","live on the",45
"6853","lot of good",45
"6854","make your own",45
"6855","more information call",45
"6856","more to go",45
"6857","much as possible",45
"6858","new jersey and",45
"6859","new year's eve",45
"6860","no longer be",45
"6861","not the case",45
"6862","not the first",45
"6863","of a few",45
"6864","of dollars in",45
"6865","of the one",45
"6866","of things that",45
"6867","off the bench",45
"6868","oh my gosh",45
"6869","old enough to",45
"6870","on the island",45
"6871","on the one",45
"6872","or not the",45
"6873","out and the",45
"6874","people want to",45
"6875","player in the",45
"6876","put in a",45
"6877","really going to",45
"6878","really looking forward",45
"6879","right at the",45
"6880","runs in the",45
"6881","said last week",45
"6882","say i love",45
"6883","set in the",45
"6884","she is not",45
"6885","she said in",45
"6886","so excited about",45
"6887","some of her",45
"6888","some reason i",45
"6889","something to be",45
"6890","son of a",45
"6891","sure if i",45
"6892","take part in",45
"6893","tell your friends",45
"6894","than half of",45
"6895","that i like",45
"6896","that people are",45
"6897","the country the",45
"6898","the definition of",45
"6899","the essence of",45
"6900","the family and",45
"6901","the fear of",45
"6902","the first inning",45
"6903","the game was",45
"6904","the game with",45
"6905","the joy of",45
"6906","the notion that",45
"6907","the one with",45
"6908","the opening of",45
"6909","the past decade",45
"6910","the path of",45
"6911","the republican party",45
"6912","the school district",45
"6913","the team is",45
"6914","the word about",45
"6915","they can get",45
"6916","they had been",45
"6917","they may not",45
"6918","they will have",45
"6919","think i was",45
"6920","this year as",45
"6921","this year to",45
"6922","time with my",45
"6923","to be called",45
"6924","to be successful",45
"6925","to bring in",45
"6926","to build the",45
"6927","to get involved",45
"6928","to know if",45
"6929","to me as",45
"6930","to share a",45
"6931","to the lord",45
"6932","to the very",45
"6933","to try the",45
"6934","towards the end",45
"6935","two thirds of",45
"6936","us at the",45
"6937","very proud of",45
"6938","vice president for",45
"6939","want to buy",45
"6940","was among the",45
"6941","way to do",45
"6942","we all need",45
"6943","we have our",45
"6944","what has been",45
"6945","what makes you",45
"6946","when we got",45
"6947","when you don't",45
"6948","which would be",45
"6949","will be released",45
"6950","wish you were",45
"6951","with a couple",45
"6952","with my friends",45
"6953","with the fact",45
"6954","with the state",45
"6955","you are you",45
"6956","you can always",45
"6957","you feel better",45
"6958","you for all",45
"6959","you last night",45
"6960","you've got a",45
"6961","a bad idea",44
"6962","a career high",44
"6963","a day off",44
"6964","a hell of",44
"6965","a hole in",44
"6966","a line of",44
"6967","a man with",44
"6968","a pic of",44
"6969","a relationship with",44
"6970","a young man",44
"6971","about what i",44
"6972","allows you to",44
"6973","and continue to",44
"6974","and listening to",44
"6975","and off the",44
"6976","and say hi",44
"6977","and should be",44
"6978","and this was",44
"6979","anyone have a",44
"6980","anyone want to",44
"6981","are more than",44
"6982","are you talking",44
"6983","area of the",44
"6984","argued that the",44
"6985","as a member",44
"6986","as if you",44
"6987","as the new",44
"6988","at the heart",44
"6989","at work and",44
"6990","be ready for",44
"6991","be used as",44
"6992","been up to",44
"6993","being in a",44
"6994","believe it or",44
"6995","but so far",44
"6996","by the national",44
"6997","cake cake cake",44
"6998","can't wait till",44
"6999","concerned about the",44
"7000","congrats to the",44
"7001","could have a",44
"7002","department of education",44
"7003","did have a",44
"7004","did not respond",44
"7005","different from the",44
"7006","do a little",44
"7007","doesn't seem to",44
"7008","don't give a",44
"7009","don't think it's",44
"7010","during the summer",44
"7011","feel bad for",44
"7012","for a full",44
"7013","for the time",44
"7014","for them and",44
"7015","for you guys",44
"7016","four or five",44
"7017","go home and",44
"7018","going on the",44
"7019","going to keep",44
"7020","good news for",44
"7021","good time to",44
"7022","has been so",44
"7023","has its own",44
"7024","have any questions",44
"7025","have the time",44
"7026","have to think",44
"7027","he could be",44
"7028","he had the",44
"7029","he said to",44
"7030","his name is",44
"7031","how is that",44
"7032","how was the",44
"7033","i am ready",44
"7034","i asked him",44
"7035","i can feel",44
"7036","i can remember",44
"7037","i got some",44
"7038","i have heard",44
"7039","i have learned",44
"7040","i have two",44
"7041","i have used",44
"7042","i love all",44
"7043","i've ever had",44
"7044","if it's not",44
"7045","if only i",44
"7046","if you didn't",44
"7047","in a city",44
"7048","in our own",44
"7049","in the basement",44
"7050","in the home",44
"7051","in the upper",44
"7052","in two weeks",44
"7053","is designed to",44
"7054","is far from",44
"7055","is just one",44
"7056","is of course",44
"7057","is probably the",44
"7058","is the key",44
"7059","is there any",44
"7060","it a try",44
"7061","it up i",44
"7062","know it is",44
"7063","long as it",44
"7064","me a little",44
"7065","miss out on",44
"7066","more than you",44
"7067","my husband is",44
"7068","my sister and",44
"7069","never been to",44
"7070","no longer a",44
"7071","no need for",44
"7072","none of us",44
"7073","of how much",44
"7074","of my best",44
"7075","of the holy",44
"7076","of the population",44
"7077","of this post",44
"7078","on this blog",44
"7079","on twitter and",44
"7080","one day and",44
"7081","or so i",44
"7082","other day i",44
"7083","out it was",44
"7084","out there who",44
"7085","people in my",44
"7086","players in the",44
"7087","police said the",44
"7088","remember when i",44
"7089","right about now",44
"7090","said but i",44
"7091","san francisco and",44
"7092","school in the",44
"7093","see if you",44
"7094","see you tomorrow",44
"7095","she said but",44
"7096","some form of",44
"7097","something that i",44
"7098","somewhere in the",44
"7099","spend some time",44
"7100","spent most of",44
"7101","start with the",44
"7102","stay out of",44
"7103","that he and",44
"7104","that she would",44
"7105","that when you",44
"7106","that will help",44
"7107","that's how i",44
"7108","the best day",44
"7109","the big ten",44
"7110","the book and",44
"7111","the centre of",44
"7112","the church and",44
"7113","the hell is",44
"7114","the impression that",44
"7115","the lord is",44
"7116","the main character",44
"7117","the next three",44
"7118","the pleasure of",44
"7119","the post dispatch",44
"7120","the red sox",44
"7121","the rise of",44
"7122","the same name",44
"7123","the tea party",44
"7124","the theme of",44
"7125","the time for",44
"7126","the town of",44
"7127","the water and",44
"7128","the weight of",44
"7129","them with a",44
"7130","there are people",44
"7131","there are three",44
"7132","these kinds of",44
"7133","to a few",44
"7134","to be great",44
"7135","to be released",44
"7136","to explore the",44
"7137","to form a",44
"7138","to give us",44
"7139","to know more",44
"7140","to reach out",44
"7141","to sell the",44
"7142","to send a",44
"7143","to the one",44
"7144","to the second",44
"7145","to try out",44
"7146","to work together",44
"7147","turns out to",44
"7148","u so much",44
"7149","up to this",44
"7150","wait for a",44
"7151","want to live",44
"7152","wants to see",44
"7153","was expected to",44
"7154","was hard to",44
"7155","was so much",44
"7156","went to bed",44
"7157","what it takes",44
"7158","what you say",44
"7159","when is the",44
"7160","when there is",44
"7161","will keep you",44
"7162","with their own",44
"7163","world trade center",44
"7164","year in a",44
"7165","year old woman",44
"7166","you are an",44
"7167","a book about",43
"7168","a day after",43
"7169","a good chance",43
"7170","a great one",43
"7171","a great show",43
"7172","a nice day",43
"7173","a small town",43
"7174","a time to",43
"7175","a world where",43
"7176","about the new",43
"7177","again this year",43
"7178","all around the",43
"7179","allow them to",43
"7180","an opportunity for",43
"7181","and ceo of",43
"7182","and even the",43
"7183","and full of",43
"7184","and i can’t",43
"7185","and i took",43
"7186","and let it",43
"7187","and pick up",43
"7188","and then you",43
"7189","and there's a",43
"7190","and your family",43
"7191","are more likely",43
"7192","are to be",43
"7193","are you kidding",43
"7194","as a person",43
"7195","as an example",43
"7196","as someone who",43
"7197","as we can",43
"7198","as we were",43
"7199","asked for a",43
"7200","associated with the",43
"7201","at my house",43
"7202","at the first",43
"7203","at the game",43
"7204","at the show",43
"7205","away from me",43
"7206","back in a",43
"7207","back to his",43
"7208","be aware of",43
"7209","be held at",43
"7210","be the last",43
"7211","before it was",43
"7212","being on the",43
"7213","but he also",43
"7214","by more than",43
"7215","by the fact",43
"7216","can get it",43
"7217","can see it",43
"7218","can we get",43
"7219","cannot wait to",43
"7220","change in the",43
"7221","come to a",43
"7222","could make it",43
"7223","depends on the",43
"7224","do something about",43
"7225","do you remember",43
"7226","done with the",43
"7227","during the week",43
"7228","even have a",43
"7229","falling in love",43
"7230","for a living",43
"7231","for over a",43
"7232","for someone to",43
"7233","for the entire",43
"7234","for the u.s",43
"7235","for years to",43
"7236","from across the",43
"7237","game in the",43
"7238","george w bush",43
"7239","get it in",43
"7240","going to look",43
"7241","great to hear",43
"7242","had a little",43
"7243","has the best",43
"7244","have been trying",43
"7245","have got to",43
"7246","he needed to",43
"7247","he plans to",43
"7248","he was able",43
"7249","her and her",43
"7250","how am i",43
"7251","how much the",43
"7252","i can help",43
"7253","i can't sleep",43
"7254","i don't do",43
"7255","i get back",43
"7256","i heard the",43
"7257","i love being",43
"7258","i noticed that",43
"7259","i only have",43
"7260","i put my",43
"7261","i think if",43
"7262","i was also",43
"7263","i was pretty",43
"7264","i was wondering",43
"7265","i'll tell you",43
"7266","i've been working",43
"7267","if that is",43
"7268","if you will",43
"7269","in my book",43
"7270","in the gym",43
"7271","in the school",43
"7272","in the whole",43
"7273","in this house",43
"7274","increase in the",43
"7275","is charged with",43
"7276","is so cute",43
"7277","is sure to",43
"7278","is talking about",43
"7279","is this the",43
"7280","it did not",43
"7281","it right now",43
"7282","it's nice to",43
"7283","just let me",43
"7284","just look at",43
"7285","know there are",43
"7286","last two years",43
"7287","last year that",43
"7288","lead to the",43
"7289","like the idea",43
"7290","link to the",43
"7291","looks like it",43
"7292","lots and lots",43
"7293","made me think",43
"7294","make sure i",43
"7295","may be able",43
"7296","maybe we can",43
"7297","me a lot",43
"7298","me in my",43
"7299","might have a",43
"7300","most of their",43
"7301","move to the",43
"7302","much as the",43
"7303","my heart is",43
"7304","my new followers",43
"7305","not only do",43
"7306","not respond to",43
"7307","now i can't",43
"7308","of course he",43
"7309","of the company",43
"7310","of the entire",43
"7311","of the guys",43
"7312","of the human",43
"7313","of the land",43
"7314","of the vote",43
"7315","of this blog",43
"7316","of years ago",43
"7317","off to bed",43
"7318","on saturday and",43
"7319","on the horizon",43
"7320","out with my",43
"7321","people i know",43
"7322","people who don't",43
"7323","photos of the",43
"7324","pick me up",43
"7325","place on the",43
"7326","published in the",43
"7327","quote of the",43
"7328","reached for comment",43
"7329","relationship with the",43
"7330","rest in peace",43
"7331","rest of his",43
"7332","rest of your",43
"7333","right out of",43
"7334","say this is",43
"7335","seemed like a",43
"7336","several years ago",43
"7337","she has to",43
"7338","should not have",43
"7339","so happy for",43
"7340","so here is",43
"7341","so long as",43
"7342","sort of thing",43
"7343","that being said",43
"7344","that if we",43
"7345","that it can",43
"7346","that not only",43
"7347","that the state",43
"7348","the aftermath of",43
"7349","the base of",43
"7350","the character of",43
"7351","the company was",43
"7352","the director of",43
"7353","the first book",43
"7354","the game the",43
"7355","the height of",43
"7356","the highlight of",43
"7357","the launch of",43
"7358","the opposite of",43
"7359","the outcome of",43
"7360","the remainder of",43
"7361","the report said",43
"7362","the sun and",43
"7363","the tip of",43
"7364","the way home",43
"7365","then i will",43
"7366","then there are",43
"7367","there was some",43
"7368","these people are",43
"7369","they used to",43
"7370","they were doing",43
"7371","they were the",43
"7372","think i'm going",43
"7373","this game is",43
"7374","to be careful",43
"7375","to be home",43
"7376","to be over",43
"7377","to be some",43
"7378","to be too",43
"7379","to come home",43
"7380","to do all",43
"7381","to do things",43
"7382","to get over",43
"7383","to keep their",43
"7384","to learn from",43
"7385","to mention that",43
"7386","to run a",43
"7387","to say no",43
"7388","to say this",43
"7389","to set the",43
"7390","to spend a",43
"7391","to the list",43
"7392","to the report",43
"7393","to you in",43
"7394","today at the",43
"7395","up a bit",43
"7396","ups and downs",43
"7397","wait for it",43
"7398","wanna go to",43
"7399","wanted me to",43
"7400","was all about",43
"7401","was diagnosed with",43
"7402","was no longer",43
"7403","was so excited",43
"7404","way i can",43
"7405","we are at",43
"7406","we go to",43
"7407","we have seen",43
"7408","we were on",43
"7409","we will not",43
"7410","what could be",43
"7411","what should i",43
"7412","what that means",43
"7413","what you see",43
"7414","when i heard",43
"7415","when we get",43
"7416","who knows what",43
"7417","who wanted to",43
"7418","why do people",43
"7419","will make the",43
"7420","work in progress",43
"7421","working as a",43
"7422","years after the",43
"7423","years as a",43
"7424","you all have",43
"7425","you are just",43
"7426","you can eat",43
"7427","you can help",43
"7428","you do that",43
"7429","you don’t want",43
"7430","you got a",43
"7431","you have not",43
"7432","you make a",43
"7433","you might think",43
"7434","your chance to",43
"7435","a bad day",42
"7436","a loss of",42
"7437","a point of",42
"7438","a return to",42
"7439","a t shirt",42
"7440","about how the",42
"7441","all in one",42
"7442","all part of",42
"7443","also had a",42
"7444","am i going",42
"7445","and as the",42
"7446","and easy to",42
"7447","and in some",42
"7448","and many of",42
"7449","and said the",42
"7450","and talk to",42
"7451","and told me",42
"7452","and what is",42
"7453","any of it",42
"7454","anyone who has",42
"7455","around in the",42
"7456","as a writer",42
"7457","as often as",42
"7458","as to what",42
"7459","back to me",42
"7460","back to normal",42
"7461","being one of",42
"7462","but it’s not",42
"7463","by one of",42
"7464","can no longer",42
"7465","can you imagine",42
"7466","chief executive of",42
"7467","chief financial officer",42
"7468","chief of staff",42
"7469","connected to the",42
"7470","did not get",42
"7471","didn't even know",42
"7472","difference between a",42
"7473","difference in the",42
"7474","example of the",42
"7475","fact that he",42
"7476","feel like it",42
"7477","feel like the",42
"7478","floor of the",42
"7479","for more details",42
"7480","for the kind",42
"7481","for whatever reason",42
"7482","from the outside",42
"7483","get back into",42
"7484","girl in the",42
"7485","going to let",42
"7486","going to need",42
"7487","going to play",42
"7488","got home from",42
"7489","got in the",42
"7490","hard to be",42
"7491","has been made",42
"7492","has more than",42
"7493","has said he",42
"7494","has to offer",42
"7495","have a happy",42
"7496","have been made",42
"7497","have never seen",42
"7498","have one of",42
"7499","have to deal",42
"7500","he added that",42
"7501","he came to",42
"7502","he said is",42
"7503","help with the",42
"7504","home for the",42
"7505","hope you're having",42
"7506","how much he",42
"7507","how you can",42
"7508","i could never",42
"7509","i don’t even",42
"7510","i dont think",42
"7511","i fell in",42
"7512","i hate to",42
"7513","i have this",42
"7514","i hope your",42
"7515","i just did",42
"7516","i know she",42
"7517","i like how",42
"7518","i listened to",42
"7519","i must be",42
"7520","i must have",42
"7521","i really really",42
"7522","i thought he",42
"7523","i use to",42
"7524","i wanna be",42
"7525","i was actually",42
"7526","i went out",42
"7527","i would go",42
"7528","i'll try to",42
"7529","i'm gonna be",42
"7530","if they do",42
"7531","if you wanna",42
"7532","important part of",42
"7533","in a bad",42
"7534","in a bowl",42
"7535","in store for",42
"7536","in the american",42
"7537","in the days",42
"7538","in the desert",42
"7539","in the eye",42
"7540","in the picture",42
"7541","in the western",42
"7542","in your own",42
"7543","is a small",42
"7544","is difficult to",42
"7545","is not for",42
"7546","is not my",42
"7547","is only one",42
"7548","is so good",42
"7549","issued a statement",42
"7550","it feels good",42
"7551","it was worth",42
"7552","it’s just a",42
"7553","its gonna be",42
"7554","just kind of",42
"7555","know how you",42
"7556","know what is",42
"7557","list of the",42
"7558","listened to the",42
"7559","lol thank you",42
"7560","look at what",42
"7561","looking for something",42
"7562","love that song",42
"7563","major league baseball",42
"7564","make it work",42
"7565","matter how much",42
"7566","may need to",42
"7567","me about it",42
"7568","my head and",42
"7569","not be reached",42
"7570","nothing like a",42
"7571","now i don't",42
"7572","of the final",42
"7573","of the major",42
"7574","of the market",42
"7575","of the park",42
"7576","of the song",42
"7577","of the whole",42
"7578","oh and i",42
"7579","olive oil and",42
"7580","on a mission",42
"7581","on the walls",42
"7582","one with the",42
"7583","out of business",42
"7584","part of what",42
"7585","people in this",42
"7586","place in a",42
"7587","points per game",42
"7588","reached out to",42
"7589","ready for this",42
"7590","removed from the",42
"7591","right side of",42
"7592","said he and",42
"7593","sit down and",42
"7594","so he can",42
"7595","so i got",42
"7596","so much as",42
"7597","south of the",42
"7598","state in the",42
"7599","state of mind",42
"7600","such an amazing",42
"7601","superior court judge",42
"7602","tell you the",42
"7603","that comes with",42
"7604","that he can",42
"7605","that the only",42
"7606","that the two",42
"7607","that the u.s",42
"7608","that was just",42
"7609","that we should",42
"7610","the catholic church",42
"7611","the existence of",42
"7612","the field of",42
"7613","the fuck out",42
"7614","the interests of",42
"7615","the market for",42
"7616","the next step",42
"7617","the phone with",42
"7618","the right place",42
"7619","the rights of",42
"7620","the time you",42
"7621","the wall street",42
"7622","the woman who",42
"7623","the world we",42
"7624","their ability to",42
"7625","there you have",42
"7626","they will not",42
"7627","this day in",42
"7628","this is your",42
"7629","to be working",42
"7630","to eat and",42
"7631","to find it",42
"7632","to have fun",42
"7633","to make and",42
"7634","to meet up",42
"7635","to pay a",42
"7636","to read and",42
"7637","to share my",42
"7638","to start with",42
"7639","to talk with",42
"7640","to the area",42
"7641","to the community",42
"7642","to the local",42
"7643","to their own",42
"7644","to wait until",42
"7645","told me he",42
"7646","under the new",42
"7647","up and the",42
"7648","want to start",42
"7649","want to use",42
"7650","was inspired by",42
"7651","was like a",42
"7652","waste of time",42
"7653","watch out for",42
"7654","we are on",42
"7655","we now have",42
"7656","we're trying to",42
"7657","when they have",42
"7658","when you were",42
"7659","which has a",42
"7660","who am i",42
"7661","will be interesting",42
"7662","will be no",42
"7663","will receive a",42
"7664","with a bit",42
"7665","with friends and",42
"7666","with salt and",42
"7667","with the big",42
"7668","with us and",42
"7669","work at the",42
"7670","work for a",42
"7671","working for the",42
"7672","would have thought",42
"7673","year i have",42
"7674","you can hear",42
"7675","you can imagine",42
"7676","you can just",42
"7677","you don't get",42
"7678","you talking about",42
"7679","a bill that",41
"7680","a comment on",41
"7681","a couple days",41
"7682","a couple more",41
"7683","a day for",41
"7684","a few seconds",41
"7685","a place that",41
"7686","a real estate",41
"7687","a taste of",41
"7688","a two run",41
"7689","a while but",41
"7690","a year later",41
"7691","able to keep",41
"7692","all i could",41
"7693","all star game",41
"7694","all the great",41
"7695","all the new",41
"7696","an eye out",41
"7697","an hour to",41
"7698","and find out",41
"7699","and i saw",41
"7700","and i wish",41
"7701","and it feels",41
"7702","and make the",41
"7703","and many other",41
"7704","and one that",41
"7705","and set aside",41
"7706","and social media",41
"7707","and that we",41
"7708","and what i",41
"7709","and while i",41
"7710","anyone with information",41
"7711","are a little",41
"7712","as a new",41
"7713","as a team",41
"7714","as i get",41
"7715","as we know",41
"7716","as well but",41
"7717","asked about the",41
"7718","asked me if",41
"7719","at the national",41
"7720","away from a",41
"7721","be at least",41
"7722","be prepared to",41
"7723","be surprised if",41
"7724","because there is",41
"7725","because we are",41
"7726","big part of",41
"7727","but right now",41
"7728","but she is",41
"7729","but some of",41
"7730","but we were",41
"7731","but you are",41
"7732","can lead to",41
"7733","can say is",41
"7734","chair of the",41
"7735","continues to be",41
"7736","could see the",41
"7737","day of my",41
"7738","day or two",41
"7739","deal with it",41
"7740","directly to the",41
"7741","doesn't have a",41
"7742","done for the",41
"7743","fact that it",41
"7744","fact that we",41
"7745","feel like you",41
"7746","for a change",41
"7747","for a small",41
"7748","for all that",41
"7749","for each of",41
"7750","for letting me",41
"7751","for what you",41
"7752","for years and",41
"7753","forward to working",41
"7754","games in the",41
"7755","go for the",41
"7756","go on the",41
"7757","good idea to",41
"7758","ha ha ha",41
"7759","had a nice",41
"7760","happy for you",41
"7761","have been more",41
"7762","have gone to",41
"7763","have some fun",41
"7764","her in a",41
"7765","hope that you",41
"7766","hope you get",41
"7767","how to play",41
"7768","i already have",41
"7769","i am thinking",41
"7770","i came up",41
"7771","i have nothing",41
"7772","i knew what",41
"7773","i know who",41
"7774","i talked to",41
"7775","i was sitting",41
"7776","i would just",41
"7777","i'll let you",41
"7778","i’m not a",41
"7779","if it wasn't",41
"7780","if you go",41
"7781","in northeast ohio",41
"7782","in the audience",41
"7783","in the bible",41
"7784","in the ground",41
"7785","is a beautiful",41
"7786","is a member",41
"7787","is meant to",41
"7788","is not that",41
"7789","is one thing",41
"7790","is the place",41
"7791","is working on",41
"7792","it clear that",41
"7793","it is difficult",41
"7794","it is on",41
"7795","it is true",41
"7796","it's good to",41
"7797","it's not too",41
"7798","it's the best",41
"7799","just before the",41
"7800","just like that",41
